operation_type,description,query,avg_net_J,std_dev,sem,ci,samples,min_net_J,max_net_J,timestamp
import_isolated,import_isolated_100,import_isolated,12.161658743440189,1.8890955450335858,0.3449000810991371,0.7053998694379284,30,9.71390122505045,16.146877124109267,2026-01-18T13:04:30.473746
import_isolated,import_isolated_1000,import_isolated,14.745107965042575,1.5965766990487367,0.2914936909520433,0.5961715372297882,30,10.82825900508372,16.63690717589903,2026-01-18T13:04:43.796289
import_isolated,import_isolated_5000,import_isolated,4.464242699470038,0.5815245099257506,0.10617136394282348,0.21714482068152183,30,3.4267802039928434,5.995828462942759,2026-01-18T13:04:49.791327
import_connected,import_connected,import_connected,4.4026844763196396,1.4434459653114782,0.2635359719136387,0.5389915815260253,30,1.562417492851523,7.0059610217341515,2026-01-18T13:15:13.977004
